"","kingdom","phylum","class","order","family","genus","species"
"276a630958b14b2a0c14f4023c7a3f70","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","uncultured proteobacterium"
"584326f45ed300bdb1a86bee28fdc6da","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","uncultured bacterium"
"76645c665eac14c57e46aafce88fc05c","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"790f9314fe936b0ca3fdc498f31eb643","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"e26a6de6d92807de4841fda12dc25607","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",NA
"b8a34c6c9599d2901203270c2511dfec","Bacteria","Actinobacteria","MB-A2-108","uncultured Kineosporiaceae bacterium","unclassified","unclassified","unclassified"
"d696b158006a5cb5aaab9fcecfff2639","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured proteobacterium"
"d6a8e6a47e1fc30ae47a29ab3b27449b","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","metagenome","unclassified"
"5266b497fbff3411e5235bfbb268cff7","Bacteria","Chloroflexi","JG30-KF-CM66","uncultured bacterium","unclassified","unclassified","unclassified"
"3b41ab8d883a2d7bf84c897086863318","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter",NA
"009048bda39fe6d6f071c91be9caabcd","Bacteria","Chloroflexi","Ktedonobacteria","C0119","uncultured bacterium","unclassified","unclassified"
"cdf3854e87e793a5c80b95d974a528d8","Bacteria","WPS-2","uncultured bacterium","unclassified","unclassified","unclassified","unclassified"
"a072ad52bd90954356d0c847817093b8","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"ab30397588095a49582e067c1560d802","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"6ec56166e955191e32337feb045687ec","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","uncultured bacterium"
"ac271c6511505fbc12bd53e4c8967a68","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","metagenome","unclassified"
"558b40c1b5c65bc0f8b125b1e9da70d3","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured","Ideonella sp."
"6bfb6e40a069ccdc9bc74fb5a3bffbef","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella",NA
"d0ea502cf7d5f388c7d4972587f2e1f8","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured","metagenome"
"4ee7918ef95bc121acc52890b3010b68","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"ed6506490a8260cc6e2d76e3e9cc7746","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"54b328e7e596164ee11d39de0ae5d8e5","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","uncultured bacterium","unclassified"
"a809dfe8b86d14f4a25608bc1e86b3c5","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella",NA
"a30616bb731d026caab703a074688bf9","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"5b221350ba58322592366ce50927f93b","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","uncultured bacterium"
"7a6f8fc7a7f30f4957c63a160449de61","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Gemmatimonadetes bacterium"
"d7bf194b1eaf6fd82e090997bf8b0d39","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium"
"dabaa19c38bed3e091bfb4925f47e8ea","Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora","Catenulispora sp."
"11211e4643cbf7746a74661a8505d8d2","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Gemmatimonadaceae bacterium"
"8f949694ecbcf3e0df88d0f6742572bb","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured forest soil bacterium"
"458ca66fdc19e8cd57213d4791cefeca","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"089b9df6b75ce8890a0a4a9ecc475fd4","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured",NA
"795a9cd9d66960e7873f082b55174527","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","uncultured bacterium","unclassified"
"c79fa4208cbaca936ef813941ce8f4eb","Bacteria","Acidobacteria","Holophagae","Subgroup 7","uncultured Acidobacteria bacterium","unclassified","unclassified"
"0795c22a24f8e5023c21724828521520","Bacteria","Actinobacteria","Acidimicrobiia","uncultured","metagenome","unclassified","unclassified"
"b1d1f66b785ea20c8848d3168c122b7b","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03",NA
"08d2f2d4b2e26d06d69193ef6fd8bdb2","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"cf7007e687a7523ab15900fc15fc8f38","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus humi"
"3d57348b0cbf9d8248158ee0e008f8b5","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"2fa110524a890e3acab511aebde8d792","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella",NA
"7f3e507fc0e8802f040f89cbb8ee157e","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","uncultured bacterium"
"9772af4cc401b2f237ce9039e38ecde4","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","uncultured Telluria sp."
"b15427112ebbef114547feb312b27148","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"1abb0d4c46dec0ce76a3e888ee0c1b40","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"5409a8483b24a82885b1851956f17507","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter",NA
"22f2bb6e9ab9875aef2acac5d81c0beb","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured Actinomycetales bacterium"
"267fdc0476c9acac49f5c1dc7a0bf1ef","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Chitinophaga sp."
"cb253dd81b6426db9eb75872121ec21b","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"e84cc3b813092ddaf3f7f4fc4204d5da","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","uncultured bacterium"
"97c79861f5de7a43f578a9b1fffe2f74","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"f17e2623c21f0134769a00183f2a0dc4","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","unclassified","unclassified"
"038fa4d1a25bb83810e46318706793d9","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","uncultured Xanthomonadaceae bacterium"
"f3865e8b29daf57f5844a67564a2f870","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter",NA
"ff313c64f84d81fbbace158462a947b1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"94792c7754165c732c95b402b66cb3f0","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter","uncultured forest soil bacterium"
"da9dd270df0300af79dc46d8abac2fca","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium multivorum"
"f3cd70d98b27fb02f60a7a938d82a314","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","uncultured Rubrobacteria bacterium","unclassified"
"1fd0f7e9dfcfcf723207c7c0861d7da7","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"0145a7c6ee8dea780f54b8d04a0dffd0","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"eb50f31b5f5b0f8e9b3f2d67e7c1eb53","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","unclassified"
"f0df7379d1b4515c939dff2bafde4df2","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexaceae bacterium"
"a329e915dad2366163d55738b2e8e754","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"1567155474921395d49e38ccf4819a6e","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",NA
"a1089f52b77def54acb437f95bf8523f","Bacteria","Chloroflexi","TK10","Ambiguous_taxa","unclassified","unclassified","unclassified"
"361fe8dfba9239562be304b3990ec6dd","Bacteria","Chloroflexi","KD4-96","uncultured bacterium","unclassified","unclassified","unclassified"
"8eb0f56f9d0661dafad520dfe0ebf358","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"d94a2ccb372276d7406d1fb9eb316869","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","metagenome","unclassified"
"4d0feba972d9c415a02598620006854f","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","B1-7BS","uncultured bacterium","unclassified"
"10f0174146caf74655bd7233672e18ae","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina globispora"
"71b9eac7d85b3686795c11d3a03e4ead","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured proteobacterium"
"642dd880bc0cb78355489c138aedb739","Bacteria","Chloroflexi","P2-11E","uncultured bacterium","unclassified","unclassified","unclassified"
"bd70c992b26ecff7a580e7368a7123a0","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ramlibacter",NA
"1f2ca2d5e2d10f8e423685c8433f29fb","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"04ab7b1b460d21d85ee1bb8c904f71ad","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella","uncultured Dokdonella sp."
"93ad2aa560104a5bd9fe700b3f5883bb","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"c92a7fe5b23ca698c599642a52224973","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"adf7f507cf33ef553356399288682724","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","soil bacterium WF55","unclassified","unclassified"
"ae6b87fd993acef63e80775602e93a29","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","uncultured bacterium"
"5916f067f6a79fa247a1054393783722","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","uncultured bacterium"
"f75ade848465fab98e7dbf77e504b080","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","metagenome","unclassified"
"0dbeb978c7a3b151efba408b35826bba","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"96227b80788524bb4d78b4365bd7263c","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured soil bacterium"
"35e9e2c6667b0580f6937b6fca922b2d","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured soil bacterium","unclassified","unclassified"
"f5563cf5cdc3ccd480d169cccc9af8fd","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin516","unclassified"
"a8a7fce7cdf6184e9e3081a887df07e6","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","uncultured Xanthomonadaceae bacterium"
"35a0a105a0874f028dbfd47e97146ee2","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"1a7767d979f5be8d4980379d1e79b7e9","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia",NA
"4a436981dd4b7da11e14654000af3f3c","Bacteria","Chloroflexi","AD3","uncultured soil bacterium","unclassified","unclassified","unclassified"
"b8841e2801a7d5c5472234afb4930b27","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"658b51dece4472b29e56d6dc4656e622","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"9892982ab2bf8d1603ed6ab7b999da9b","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"abd33eb2c6424afd9f49fd5333719f9f","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1959-1","uncultured Ktedobacteria bacterium"
"23d71d19704a9269f42d5137aee195b1","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella","Ambiguous_taxa"
"67e0c08d6d7594bd8706b2ad44430ee8","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","DS-100","uncultured Acidobacteriales bacterium","unclassified","unclassified"
"c3c93a97e048fb519f2faedd86da62a0","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","unclassified"
"828d412d0d10c22551b90d38a77073a0","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"d161ad534e5e3d406c2f88ecbb17ba08","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","uncultured organism"
"e49385a31c00f7d25b13879e273bfa86","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured Thermosporothrix sp."
"739a712a7bfd011519cde5021cc24c6b","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"61c05fdd0d7d7829dd9f9ccfd7cdc9b4","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter",NA
"b85f8485a9812b6480a8bf3ae21fe4ae","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"c94957b212df7f1f288e9947929e47e2","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter","uncultured Acidobacteria bacterium"
"a2109f6b1ffabdf9d854811e3682e863","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans",NA
"56393e4870fe000f0adf43b551d8d619","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"d8b3a7d430ca6c402c7fb5cb312c5b0f","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","uncultured Armatimonadetes bacterium"
"242508d63d2214f337f2ad6efdc4fcbb","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","uncultured Telluria sp."
"57fcb1589dc7d6e6afc5c1074258882d","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"7bd6c888988ec268cc1fa13346b9fbde","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Ambiguous_taxa"
"23a737c78877cc468e94dc0e9bbb9027","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Xylophilus",NA
"eeb416a7587045c0c7b937cf65c35e2a","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium","Ambiguous_taxa"
"1ce488b316941e0318bf000810cf5800","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","metagenome","unclassified"
"94c265ffd5e4214329a642fc0b57c21b","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium multivorum"
"166b7e803389f78293ba0506da9a50ff","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"4683c41268cfcad7c9056d9e0113d384","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
"b051959eb8c39d3db65d6c20a3c1cbee","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","uncultured bacterium"
"9a824f599903185f1b7c746bdb7188bd","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
"820bb47fea376c7360023a1190fafae2","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter",NA
"7514b5b2be2bf32a5fb4d5bab4bc9d74","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"c52044acbbedafff14bccd8c85b3b234","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"1588e1cc6d5488f5d32ddf59f62b97ea","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus niacini"
"5ec984205ff2d7f0a614c2bbdb7e15f3","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","uncultured Xanthomonadaceae bacterium"
"bfe65c81f523bc54680a1b02124309ff","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Friedmanniella","uncultured bacterium"
"ceb1524f9cd6d42c6e359ff5b199d963","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured Prosthecobacter sp.","unclassified"
"558fc33a72ba0f4b6908830b4a0439ca","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA
"80ad586c17538cba63c13f98a5be7918","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Ambiguous_taxa","unclassified"
"0f48adab241f5b8c7d9230f6a7685e12","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"ebcb17e8965d3dcd887cae9f62266f9d","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured Chloroflexi bacterium","unclassified"
"1e12264cfa4eb2f462f0155fe47210be","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",NA
"46d68f0b0b5fef192f7ced7dd33470a0","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"483923d63149ded82c1c1c0743d86911","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"1b3905d28c35445f4492271b76202054","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
